"RingNR","Opponent1_ID","Opponent2_ID","TrialID","GroupID","Producing_events","Scrounging_events","TrialNR_Indiv","Trial_day_bin","Grp_tr_b4","bmr_YN","Year","Series_ID_year","Series_opp1_year","Series_opp2_year"
"8P31055","8P31054","8P26961","173_3",10,1,0,9,0,0,1,2022,"8P31055_2022","8P31054_2022","8P26961_2022"
"8P31053","8P31056","8P31054","174_1",10,0,1,9,0,0,1,2022,"8P31053_2022","8P31056_2022","8P31054_2022"
"8P31054","8P31053","8P31056","174_1",10,1,0,9,0,0,1,2022,"8P31054_2022","8P31053_2022","8P31056_2022"
"8P31056","8P31054","8P31053","174_1",10,2,0,9,0,0,1,2022,"8P31056_2022","8P31054_2022","8P31053_2022"
"8P31053","8P31055","8P26961","175_1",10,2,0,10,0,0,1,2022,"8P31053_2022","8P31055_2022","8P26961_2022"
"8P31055","8P26961","8P31053","175_1",10,0,1,10,0,0,1,2022,"8P31055_2022","8P26961_2022","8P31053_2022"
"8P31052","8P31056","8P31054","175_3",10,2,0,10,0,0,1,2022,"8P31052_2022","8P31056_2022","8P31054_2022"
"8P31054","8P31052","8P31056","175_3",10,1,0,10,0,0,1,2022,"8P31054_2022","8P31052_2022","8P31056_2022"
"8P31056","8P31054","8P31052","175_3",10,1,2,10,0,0,1,2022,"8P31056_2022","8P31054_2022","8P31052_2022"
"8P26961","8P31053","8P31055","177_1",10,5,1,1,1,0,1,2022,"8P26961_2022","8P31053_2022","8P31055_2022"
"8P31053","8P31055","8P26961","177_1",10,2,0,1,1,0,1,2022,"8P31053_2022","8P31055_2022","8P26961_2022"
"8P31055","8P26961","8P31053","177_1",10,2,0,1,1,0,1,2022,"8P31055_2022","8P26961_2022","8P31053_2022"
"8P26961","8P31052","8P31056","178_1",10,1,0,2,1,0,1,2022,"8P26961_2022","8P31052_2022","8P31056_2022"
"8P31053","8P31055","8P31054","178_3",10,1,0,2,1,0,1,2022,"8P31053_2022","8P31055_2022","8P31054_2022"
"8P31054","8P31053","8P31055","178_3",10,1,0,1,1,0,1,2022,"8P31054_2022","8P31053_2022","8P31055_2022"
"8P31055","8P31054","8P31053","178_3",10,1,0,2,1,0,1,2022,"8P31055_2022","8P31054_2022","8P31053_2022"
"8P31052","8P31056","8P31054","179_2",10,2,0,2,1,0,1,2022,"8P31052_2022","8P31056_2022","8P31054_2022"
"8P31054","8P31052","8P31056","179_2",10,0,1,2,1,0,1,2022,"8P31054_2022","8P31052_2022","8P31056_2022"
"8P31056","8P31054","8P31052","179_2",10,1,1,2,1,0,1,2022,"8P31056_2022","8P31054_2022","8P31052_2022"
"8P31052","8P31055","8P31053","180_2",10,5,0,3,1,0,1,2022,"8P31052_2022","8P31055_2022","8P31053_2022"
"8P31053","8P31052","8P31055","180_2",10,0,2,3,1,0,1,2022,"8P31053_2022","8P31052_2022","8P31055_2022"
"8P31055","8P31053","8P31052","180_2",10,2,0,3,1,0,1,2022,"8P31055_2022","8P31053_2022","8P31052_2022"
"8P26961","8P31053","8P31052","181_3",10,1,0,4,1,0,1,2022,"8P26961_2022","8P31053_2022","8P31052_2022"
"8P31052","8P26961","8P31053","181_3",10,2,0,4,1,0,1,2022,"8P31052_2022","8P26961_2022","8P31053_2022"
"8P31053","8P31052","8P26961","181_3",10,0,1,4,1,0,1,2022,"8P31053_2022","8P31052_2022","8P26961_2022"
"8P26961","8P31052","8P31055","182_2",10,3,1,5,1,0,1,2022,"8P26961_2022","8P31052_2022","8P31055_2022"
"8P31052","8P31055","8P26961","182_2",10,1,0,5,1,0,1,2022,"8P31052_2022","8P31055_2022","8P26961_2022"
"8P31055","8P26961","8P31052","182_2",10,4,0,4,1,0,1,2022,"8P31055_2022","8P26961_2022","8P31052_2022"
"8P31054","8P31053","8P31056","182_3",10,1,0,4,1,0,1,2022,"8P31054_2022","8P31053_2022","8P31056_2022"
"8P31054","8P31055","8P31056","183_1",10,0,1,5,1,0,1,2022,"8P31054_2022","8P31055_2022","8P31056_2022"
"8P31055","8P31056","8P31054","183_1",10,1,0,5,1,0,1,2022,"8P31055_2022","8P31056_2022","8P31054_2022"
"8P31056","8P31054","8P31055","183_1",10,2,0,5,1,0,1,2022,"8P31056_2022","8P31054_2022","8P31055_2022"
"8P26961","8P31052","8P31054","184_1",10,2,0,6,1,0,1,2022,"8P26961_2022","8P31052_2022","8P31054_2022"
"8P31052","8P31054","8P26961","184_1",10,3,0,6,1,0,1,2022,"8P31052_2022","8P31054_2022","8P26961_2022"
"8P31053","8P31055","8P31056","184_3",10,1,0,6,1,0,1,2022,"8P31053_2022","8P31055_2022","8P31056_2022"
"8P31055","8P31056","8P31053","184_3",10,2,0,6,1,0,1,2022,"8P31055_2022","8P31056_2022","8P31053_2022"
"8P31052","8P31056","8P31053","185_2",10,0,1,7,1,0,1,2022,"8P31052_2022","8P31056_2022","8P31053_2022"
"8P31053","8P31052","8P31056","185_2",10,0,1,7,1,0,1,2022,"8P31053_2022","8P31052_2022","8P31056_2022"
"8P31056","8P31053","8P31052","185_2",10,2,0,7,1,0,1,2022,"8P31056_2022","8P31053_2022","8P31052_2022"
"8P31052","8P31055","8P31054","186_1",10,2,0,8,1,0,1,2022,"8P31052_2022","8P31055_2022","8P31054_2022"
"8P31054","8P31052","8P31055","186_1",10,1,0,7,1,0,1,2022,"8P31054_2022","8P31052_2022","8P31055_2022"
"8P31055","8P31054","8P31052","186_1",10,2,1,7,1,0,1,2022,"8P31055_2022","8P31054_2022","8P31052_2022"
"8P26961","8P31053","8P31056","186_2",10,2,0,7,1,0,1,2022,"8P26961_2022","8P31053_2022","8P31056_2022"
"8P31053","8P31056","8P26961","186_2",10,0,1,8,1,0,1,2022,"8P31053_2022","8P31056_2022","8P26961_2022"
"8P31056","8P26961","8P31053","186_2",10,2,0,8,1,0,1,2022,"8P31056_2022","8P26961_2022","8P31053_2022"
"8P26961","8P31055","8P31054","187_3",10,1,0,8,1,0,1,2022,"8P26961_2022","8P31055_2022","8P31054_2022"
"8P31054","8P26961","8P31055","187_3",10,1,1,8,1,0,1,2022,"8P31054_2022","8P26961_2022","8P31055_2022"
"8P31055","8P31054","8P26961","187_3",10,0,2,8,1,0,1,2022,"8P31055_2022","8P31054_2022","8P26961_2022"
"8P31052","8P31054","8P31053","188_2",10,2,0,9,1,0,1,2022,"8P31052_2022","8P31054_2022","8P31053_2022"
"8P31054","8P31053","8P31052","188_2",10,0,1,9,1,0,1,2022,"8P31054_2022","8P31053_2022","8P31052_2022"
"8P26961","8P31055","8P31056","188_3",10,1,0,9,1,0,1,2022,"8P26961_2022","8P31055_2022","8P31056_2022"
"8P31055","8P31056","8P26961","188_3",10,2,0,9,1,0,1,2022,"8P31055_2022","8P31056_2022","8P26961_2022"
"8P31056","8P26961","8P31055","188_3",10,0,1,9,1,0,1,2022,"8P31056_2022","8P26961_2022","8P31055_2022"
"8P31052","8P31055","8P31056","189_1",10,3,0,10,1,0,1,2022,"8P31052_2022","8P31055_2022","8P31056_2022"
"8P31055","8P31056","8P31052","189_1",10,1,0,10,1,0,1,2022,"8P31055_2022","8P31056_2022","8P31052_2022"
"8P31056","8P31052","8P31055","189_1",10,2,0,10,1,0,1,2022,"8P31056_2022","8P31052_2022","8P31055_2022"
"8P26819","8P31059","8P31057","191_2",12,2,0,1,0,0,1,2022,"8P26819_2022","8P31059_2022","8P31057_2022"
"8P31057","8P26819","8P31059","191_2",12,0,1,1,0,0,1,2022,"8P31057_2022","8P26819_2022","8P31059_2022"
"8P14997","8P31059","8P31057","192_1",12,2,2,2,0,0,1,2022,"8P14997_2022","8P31059_2022","8P31057_2022"
"8P31057","8P14997","8P31059","192_1",12,2,0,2,0,0,1,2022,"8P31057_2022","8P14997_2022","8P31059_2022"
"8P31059","8P31057","8P14997","192_1",12,0,1,2,0,0,1,2022,"8P31059_2022","8P31057_2022","8P14997_2022"
"8P14997","8P31059","8P31048","193_2",12,0,1,3,0,0,1,2022,"8P14997_2022","8P31059_2022","8P31048_2022"
"8P31059","8P31048","8P14997","193_2",12,2,0,3,0,0,1,2022,"8P31059_2022","8P31048_2022","8P14997_2022"
"8P26819","8P31049","8P31057","193_3",12,0,2,2,0,0,1,2022,"8P26819_2022","8P31049_2022","8P31057_2022"
"8P31049","8P31057","8P26819","193_3",12,2,0,2,0,0,1,2022,"8P31049_2022","8P31057_2022","8P26819_2022"
"8P31057","8P26819","8P31049","193_3",12,0,2,3,0,0,1,2022,"8P31057_2022","8P26819_2022","8P31049_2022"
"8P26819","8P31049","8P31048","194_3",12,0,1,3,0,0,1,2022,"8P26819_2022","8P31049_2022","8P31048_2022"
"8P31048","8P26819","8P31049","194_3",12,1,0,3,0,0,1,2022,"8P31048_2022","8P26819_2022","8P31049_2022"
"8P31049","8P31048","8P26819","194_3",12,1,0,3,0,0,1,2022,"8P31049_2022","8P31048_2022","8P26819_2022"
"8P31048","8P31059","8P31049","195_1",12,0,1,4,0,0,1,2022,"8P31048_2022","8P31059_2022","8P31049_2022"
"8P31049","8P31048","8P31059","195_1",12,2,1,4,0,0,1,2022,"8P31049_2022","8P31048_2022","8P31059_2022"
"8P31059","8P31049","8P31048","195_1",12,1,1,4,0,0,1,2022,"8P31059_2022","8P31049_2022","8P31048_2022"
"8P26819","8P14997","8P31057","195_2",12,0,1,4,0,0,1,2022,"8P26819_2022","8P14997_2022","8P31057_2022"
"8P31057","8P26819","8P14997","195_2",12,1,0,4,0,0,1,2022,"8P31057_2022","8P26819_2022","8P14997_2022"
"8P26819","8P31059","8P31048","196_1",12,1,2,5,0,0,1,2022,"8P26819_2022","8P31059_2022","8P31048_2022"
"8P31048","8P26819","8P31059","196_1",12,2,0,5,0,0,1,2022,"8P31048_2022","8P26819_2022","8P31059_2022"
"8P31059","8P31048","8P26819","196_1",12,1,1,5,0,0,1,2022,"8P31059_2022","8P31048_2022","8P26819_2022"
"8P31048","8P31057","8P31059","197_2",12,0,1,6,0,0,1,2022,"8P31048_2022","8P31057_2022","8P31059_2022"
"8P31057","8P31059","8P31048","197_2",12,0,1,5,0,0,1,2022,"8P31057_2022","8P31059_2022","8P31048_2022"
"8P31059","8P31048","8P31057","197_2",12,1,0,6,0,0,1,2022,"8P31059_2022","8P31048_2022","8P31057_2022"
"8P14997","8P31049","8P26819","197_3",12,2,0,5,0,0,1,2022,"8P14997_2022","8P31049_2022","8P26819_2022"
"8P26819","8P14997","8P31049","197_3",12,0,1,6,0,0,1,2022,"8P26819_2022","8P14997_2022","8P31049_2022"
"8P31049","8P26819","8P14997","197_3",12,0,2,5,0,0,1,2022,"8P31049_2022","8P26819_2022","8P14997_2022"
"8P14997","8P31049","8P31057","198_2",12,2,2,6,0,0,1,2022,"8P14997_2022","8P31049_2022","8P31057_2022"
"8P31049","8P31057","8P14997","198_2",12,3,0,6,0,0,1,2022,"8P31049_2022","8P31057_2022","8P14997_2022"
"8P31057","8P14997","8P31049","198_2",12,2,2,6,0,0,1,2022,"8P31057_2022","8P14997_2022","8P31049_2022"
"8P14997","8P31048","8P26819","199_1",12,2,2,7,0,0,1,2022,"8P14997_2022","8P31048_2022","8P26819_2022"
"8P26819","8P14997","8P31048","199_1",12,1,2,7,0,0,1,2022,"8P26819_2022","8P14997_2022","8P31048_2022"
"8P31048","8P26819","8P14997","199_1",12,3,1,7,0,0,1,2022,"8P31048_2022","8P26819_2022","8P14997_2022"
"8P31049","8P31057","8P31059","199_3",12,5,0,7,0,0,1,2022,"8P31049_2022","8P31057_2022","8P31059_2022"
"8P31057","8P31059","8P31049","199_3",12,1,2,7,0,0,1,2022,"8P31057_2022","8P31059_2022","8P31049_2022"
"8P31059","8P31049","8P31057","199_3",12,0,1,7,0,0,1,2022,"8P31059_2022","8P31049_2022","8P31057_2022"
"8P31048","8P31057","8P31049","200_3",12,1,0,8,0,0,1,2022,"8P31048_2022","8P31057_2022","8P31049_2022"
"8P31049","8P31048","8P31057","200_3",12,4,0,8,0,0,1,2022,"8P31049_2022","8P31048_2022","8P31057_2022"
"8P31057","8P31049","8P31048","200_3",12,0,2,8,0,0,1,2022,"8P31057_2022","8P31049_2022","8P31048_2022"
"8P14997","8P31059","8P31049","201_1",12,4,1,8,0,0,1,2022,"8P14997_2022","8P31059_2022","8P31049_2022"
"8P31049","8P14997","8P31059","201_1",12,1,2,9,0,0,1,2022,"8P31049_2022","8P14997_2022","8P31059_2022"
"8P31059","8P31049","8P14997","201_1",12,1,1,8,0,0,1,2022,"8P31059_2022","8P31049_2022","8P14997_2022"
"8P26819","8P31048","8P31057","201_2",12,2,2,8,0,0,1,2022,"8P26819_2022","8P31048_2022","8P31057_2022"
"8P31048","8P31057","8P26819","201_2",12,3,0,9,0,0,1,2022,"8P31048_2022","8P31057_2022","8P26819_2022"
"8P31057","8P26819","8P31048","201_2",12,1,0,9,0,0,1,2022,"8P31057_2022","8P26819_2022","8P31048_2022"
"8P14997","8P31059","8P26819","202_1",12,5,0,9,0,0,1,2022,"8P14997_2022","8P31059_2022","8P26819_2022"
"8P26819","8P14997","8P31059","202_1",12,0,3,9,0,0,1,2022,"8P26819_2022","8P14997_2022","8P31059_2022"
"8P31059","8P26819","8P14997","202_1",12,0,4,9,0,0,1,2022,"8P31059_2022","8P26819_2022","8P14997_2022"
"8P26819","8P31059","8P31049","203_2",12,1,2,10,0,0,1,2022,"8P26819_2022","8P31059_2022","8P31049_2022"
"8P31049","8P26819","8P31059","203_2",12,0,1,10,0,0,1,2022,"8P31049_2022","8P26819_2022","8P31059_2022"
"8P31059","8P31049","8P26819","203_2",12,2,0,10,0,0,1,2022,"8P31059_2022","8P31049_2022","8P26819_2022"
"8P31048","8P31057","8P14997","203_3",12,1,1,10,0,0,1,2022,"8P31048_2022","8P31057_2022","8P14997_2022"
"8P31057","8P14997","8P31048","203_3",12,2,0,10,0,0,1,2022,"8P31057_2022","8P14997_2022","8P31048_2022"
"8P26819","8P31049","8P31057","204_2",12,2,1,1,1,0,1,2022,"8P26819_2022","8P31049_2022","8P31057_2022"
"8P31049","8P31057","8P26819","204_2",12,0,2,1,1,0,1,2022,"8P31049_2022","8P31057_2022","8P26819_2022"
"8P31057","8P26819","8P31049","204_2",12,3,0,1,1,0,1,2022,"8P31057_2022","8P26819_2022","8P31049_2022"
"8P14997","8P31048","8P26819","205_2",12,2,1,1,1,0,1,2022,"8P14997_2022","8P31048_2022","8P26819_2022"
"8P26819","8P14997","8P31048","205_2",12,1,1,2,1,0,1,2022,"8P26819_2022","8P14997_2022","8P31048_2022"
"8P31048","8P26819","8P14997","205_2",12,3,0,1,1,0,1,2022,"8P31048_2022","8P26819_2022","8P14997_2022"
"8P31049","8P31057","8P31059","205_3",12,1,2,2,1,0,1,2022,"8P31049_2022","8P31057_2022","8P31059_2022"
"8P31057","8P31059","8P31049","205_3",12,4,1,2,1,0,1,2022,"8P31057_2022","8P31059_2022","8P31049_2022"
"8P31059","8P31049","8P31057","205_3",12,1,1,1,1,0,1,2022,"8P31059_2022","8P31049_2022","8P31057_2022"
"8P14997","8P31059","8P31048","206_1",12,1,0,2,1,0,1,2022,"8P14997_2022","8P31059_2022","8P31048_2022"
"8P31048","8P14997","8P31059","206_1",12,1,0,2,1,0,1,2022,"8P31048_2022","8P14997_2022","8P31059_2022"
"8P31057","8P26819","8P14997","207_1",12,1,0,3,1,0,1,2022,"8P31057_2022","8P26819_2022","8P14997_2022"
"8P31048","8P31059","8P31049","207_2",12,2,0,3,1,0,1,2022,"8P31048_2022","8P31059_2022","8P31049_2022"
"8P31049","8P31048","8P31059","207_2",12,0,1,3,1,0,1,2022,"8P31049_2022","8P31048_2022","8P31059_2022"
"8P26819","8P31059","8P31049","208_3",12,1,1,4,1,0,1,2022,"8P26819_2022","8P31059_2022","8P31049_2022"
"8P31049","8P26819","8P31059","208_3",12,4,1,4,1,0,1,2022,"8P31049_2022","8P26819_2022","8P31059_2022"
"8P31059","8P31049","8P26819","208_3",12,1,0,4,1,0,1,2022,"8P31059_2022","8P31049_2022","8P26819_2022"
"8P14997","8P31049","8P31057","209_1",12,2,0,4,1,0,1,2022,"8P14997_2022","8P31049_2022","8P31057_2022"
"8P31057","8P14997","8P31049","209_1",12,2,0,4,1,0,1,2022,"8P31057_2022","8P14997_2022","8P31049_2022"
"8P31048","8P26819","8P31059","209_3",12,6,0,4,1,0,1,2022,"8P31048_2022","8P26819_2022","8P31059_2022"
"8P31059","8P31048","8P26819","209_3",12,1,2,5,1,0,1,2022,"8P31059_2022","8P31048_2022","8P26819_2022"
"8P14997","8P31048","8P31057","210_2",12,1,0,5,1,0,1,2022,"8P14997_2022","8P31048_2022","8P31057_2022"
"8P31048","8P31057","8P14997","210_2",12,1,0,5,1,0,1,2022,"8P31048_2022","8P31057_2022","8P14997_2022"
"8P31057","8P14997","8P31048","210_2",12,1,1,5,1,0,1,2022,"8P31057_2022","8P14997_2022","8P31048_2022"
"8P14997","8P31059","8P26819","211_2",12,4,0,6,1,0,1,2022,"8P14997_2022","8P31059_2022","8P26819_2022"
"8P26819","8P14997","8P31059","211_2",12,1,0,6,1,0,1,2022,"8P26819_2022","8P14997_2022","8P31059_2022"
"8P31059","8P26819","8P14997","211_2",12,1,1,6,1,0,1,2022,"8P31059_2022","8P26819_2022","8P14997_2022"
"8P31048","8P31057","8P31049","211_3",12,0,1,6,1,0,1,2022,"8P31048_2022","8P31057_2022","8P31049_2022"
"8P31049","8P31048","8P31057","211_3",12,2,0,6,1,0,1,2022,"8P31049_2022","8P31048_2022","8P31057_2022"
"8P31057","8P31049","8P31048","211_3",12,2,1,6,1,0,1,2022,"8P31057_2022","8P31049_2022","8P31048_2022"
"8P14997","8P31059","8P31049","212_1",12,2,0,7,1,0,1,2022,"8P14997_2022","8P31059_2022","8P31049_2022"
"8P31049","8P14997","8P31059","212_1",12,0,3,7,1,0,1,2022,"8P31049_2022","8P14997_2022","8P31059_2022"
"8P31059","8P31049","8P14997","212_1",12,3,0,7,1,0,1,2022,"8P31059_2022","8P31049_2022","8P14997_2022"
"8P26819","8P31059","8P31057","213_1",12,1,1,7,1,0,1,2022,"8P26819_2022","8P31059_2022","8P31057_2022"
"8P31057","8P26819","8P31059","213_1",12,1,2,7,1,0,1,2022,"8P31057_2022","8P26819_2022","8P31059_2022"
"8P31059","8P31057","8P26819","213_1",12,2,0,8,1,0,1,2022,"8P31059_2022","8P31057_2022","8P26819_2022"
"8P14997","8P31049","8P31048","213_2",12,1,0,8,1,0,1,2022,"8P14997_2022","8P31049_2022","8P31048_2022"
"8P31048","8P14997","8P31049","213_2",12,3,0,7,1,0,1,2022,"8P31048_2022","8P14997_2022","8P31049_2022"
"8P31049","8P31048","8P14997","213_2",12,0,2,8,1,0,1,2022,"8P31049_2022","8P31048_2022","8P14997_2022"
"8P26819","8P31048","8P31057","214_3",12,1,0,8,1,0,1,2022,"8P26819_2022","8P31048_2022","8P31057_2022"
"8P31048","8P31057","8P26819","214_3",12,1,0,8,1,0,1,2022,"8P31048_2022","8P31057_2022","8P26819_2022"
"8P31057","8P26819","8P31048","214_3",12,2,1,8,1,0,1,2022,"8P31057_2022","8P26819_2022","8P31048_2022"
"8P14997","8P31049","8P26819","215_1",12,5,0,9,1,0,1,2022,"8P14997_2022","8P31049_2022","8P26819_2022"
"8P26819","8P14997","8P31049","215_1",12,1,3,9,1,0,1,2022,"8P26819_2022","8P14997_2022","8P31049_2022"
"8P31049","8P26819","8P14997","215_1",12,1,2,9,1,0,1,2022,"8P31049_2022","8P26819_2022","8P14997_2022"
"8P31048","8P31057","8P31059","215_3",12,1,0,9,1,0,1,2022,"8P31048_2022","8P31057_2022","8P31059_2022"
"8P31057","8P31059","8P31048","215_3",12,4,0,9,1,0,1,2022,"8P31057_2022","8P31059_2022","8P31048_2022"
"8P31059","8P31048","8P31057","215_3",12,2,0,9,1,0,1,2022,"8P31059_2022","8P31048_2022","8P31057_2022"
"8P14997","8P31059","8P31057","216_2",12,3,0,10,1,0,1,2022,"8P14997_2022","8P31059_2022","8P31057_2022"
"8P31057","8P14997","8P31059","216_2",12,1,2,10,1,0,1,2022,"8P31057_2022","8P14997_2022","8P31059_2022"
"8P31059","8P31057","8P14997","216_2",12,2,0,10,1,0,1,2022,"8P31059_2022","8P31057_2022","8P14997_2022"
"8P26819","8P31049","8P31048","217_2",12,2,1,10,1,0,1,2022,"8P26819_2022","8P31049_2022","8P31048_2022"
"8P31048","8P26819","8P31049","217_2",12,2,0,10,1,0,1,2022,"8P31048_2022","8P26819_2022","8P31049_2022"
"8P31049","8P31048","8P26819","217_2",12,2,2,10,1,0,1,2022,"8P31049_2022","8P31048_2022","8P26819_2022"
"8P31060","8P31062","8P14343","204_1",13,4,1,1,0,0,1,2022,"8P31060_2022","8P31062_2022","8P14343_2022"
"8P31062","8P14343","8P31060","204_1",13,1,0,1,0,0,1,2022,"8P31062_2022","8P14343_2022","8P31060_2022"
"8P26823","8P31060","8P31064","205_1",13,0,3,2,0,0,1,2022,"8P26823_2022","8P31060_2022","8P31064_2022"
"8P31060","8P31064","8P26823","205_1",13,2,0,2,0,0,1,2022,"8P31060_2022","8P31064_2022","8P26823_2022"
"8P31064","8P26823","8P31060","205_1",13,5,0,2,0,0,1,2022,"8P31064_2022","8P26823_2022","8P31060_2022"
"8P31061","8P14343","8P31064","206_2",13,1,3,2,0,0,1,2022,"8P31061_2022","8P14343_2022","8P31064_2022"
"8P31064","8P31061","8P14343","206_2",13,4,0,3,0,0,1,2022,"8P31064_2022","8P31061_2022","8P14343_2022"
"8P26823","8P31060","8P31062","206_3",13,1,1,3,0,0,1,2022,"8P26823_2022","8P31060_2022","8P31062_2022"
"8P31060","8P31062","8P26823","206_3",13,1,0,3,0,0,1,2022,"8P31060_2022","8P31062_2022","8P26823_2022"
"8P31062","8P26823","8P31060","206_3",13,1,1,2,0,0,1,2022,"8P31062_2022","8P26823_2022","8P31060_2022"
"8P14343","8P31061","8P31062","207_3",13,1,1,3,0,0,1,2022,"8P14343_2022","8P31061_2022","8P31062_2022"
"8P31061","8P31062","8P14343","207_3",13,1,1,3,0,0,1,2022,"8P31061_2022","8P31062_2022","8P14343_2022"
"8P31062","8P14343","8P31061","207_3",13,2,0,3,0,0,1,2022,"8P31062_2022","8P14343_2022","8P31061_2022"
"8P26823","8P31060","8P31061","208_1",13,0,3,4,0,0,1,2022,"8P26823_2022","8P31060_2022","8P31061_2022"
"8P31060","8P31061","8P26823","208_1",13,4,0,4,0,0,1,2022,"8P31060_2022","8P31061_2022","8P26823_2022"
"8P31061","8P26823","8P31060","208_1",13,1,1,4,0,0,1,2022,"8P31061_2022","8P26823_2022","8P31060_2022"
"8P31062","8P14343","8P31064","208_2",13,1,1,4,0,0,1,2022,"8P31062_2022","8P14343_2022","8P31064_2022"
"8P31064","8P31062","8P14343","208_2",13,3,0,4,0,0,1,2022,"8P31064_2022","8P31062_2022","8P14343_2022"
"8P31060","8P31061","8P31064","209_2",13,2,0,5,0,0,1,2022,"8P31060_2022","8P31061_2022","8P31064_2022"
"8P31061","8P31064","8P31060","209_2",13,2,0,5,0,0,1,2022,"8P31061_2022","8P31064_2022","8P31060_2022"
"8P31064","8P31060","8P31061","209_2",13,3,0,5,0,0,1,2022,"8P31064_2022","8P31060_2022","8P31061_2022"
"8P31061","8P31062","8P31064","210_1",13,1,1,6,0,0,1,2022,"8P31061_2022","8P31062_2022","8P31064_2022"
"8P31062","8P31064","8P31061","210_1",13,2,2,5,0,0,1,2022,"8P31062_2022","8P31064_2022","8P31061_2022"
"8P31064","8P31061","8P31062","210_1",13,3,1,6,0,0,1,2022,"8P31064_2022","8P31061_2022","8P31062_2022"
"8P14343","8P26823","8P31060","210_3",13,1,0,5,0,0,1,2022,"8P14343_2022","8P26823_2022","8P31060_2022"
"8P26823","8P31060","8P14343","210_3",13,1,1,5,0,0,1,2022,"8P26823_2022","8P31060_2022","8P14343_2022"
"8P31060","8P14343","8P26823","210_3",13,2,1,6,0,0,1,2022,"8P31060_2022","8P14343_2022","8P26823_2022"
"8P14343","8P26823","8P31062","211_1",13,2,0,6,0,0,1,2022,"8P14343_2022","8P26823_2022","8P31062_2022"
"8P26823","8P31062","8P14343","211_1",13,1,0,6,0,0,1,2022,"8P26823_2022","8P31062_2022","8P14343_2022"
"8P31062","8P14343","8P26823","211_1",13,2,0,6,0,0,1,2022,"8P31062_2022","8P14343_2022","8P26823_2022"
"8P14343","8P31064","8P26823","212_2",13,3,2,7,0,0,1,2022,"8P14343_2022","8P31064_2022","8P26823_2022"
"8P26823","8P14343","8P31064","212_2",13,1,3,7,0,0,1,2022,"8P26823_2022","8P14343_2022","8P31064_2022"
"8P31064","8P26823","8P14343","212_2",13,4,0,7,0,0,1,2022,"8P31064_2022","8P26823_2022","8P14343_2022"
"8P31060","8P31061","8P31062","212_3",13,2,0,7,0,0,1,2022,"8P31060_2022","8P31061_2022","8P31062_2022"
"8P31061","8P31062","8P31060","212_3",13,2,0,7,0,0,1,2022,"8P31061_2022","8P31062_2022","8P31060_2022"
"8P31062","8P31060","8P31061","212_3",13,3,0,7,0,0,1,2022,"8P31062_2022","8P31060_2022","8P31061_2022"
"8P31060","8P31062","8P31064","213_3",13,4,0,8,0,0,1,2022,"8P31060_2022","8P31062_2022","8P31064_2022"
"8P31062","8P31064","8P31060","213_3",13,0,3,8,0,0,1,2022,"8P31062_2022","8P31064_2022","8P31060_2022"
"8P31064","8P31060","8P31062","213_3",13,4,0,8,0,0,1,2022,"8P31064_2022","8P31060_2022","8P31062_2022"
"8P26823","8P31061","8P31062","214_1",13,2,1,8,0,0,1,2022,"8P26823_2022","8P31061_2022","8P31062_2022"
"8P31061","8P31062","8P26823","214_1",13,2,0,8,0,0,1,2022,"8P31061_2022","8P31062_2022","8P26823_2022"
"8P31062","8P26823","8P31061","214_1",13,1,0,9,0,0,1,2022,"8P31062_2022","8P26823_2022","8P31061_2022"
"8P14343","8P31064","8P31060","214_2",13,2,0,8,0,0,1,2022,"8P14343_2022","8P31064_2022","8P31060_2022"
"8P31060","8P14343","8P31064","214_2",13,3,0,9,0,0,1,2022,"8P31060_2022","8P14343_2022","8P31064_2022"
"8P14343","8P26823","8P31061","215_2",13,2,0,9,0,0,1,2022,"8P14343_2022","8P26823_2022","8P31061_2022"
"8P26823","8P31061","8P14343","215_2",13,1,0,9,0,0,1,2022,"8P26823_2022","8P31061_2022","8P14343_2022"
"8P31061","8P14343","8P26823","215_2",13,1,0,9,0,0,1,2022,"8P31061_2022","8P14343_2022","8P26823_2022"
"8P14343","8P31060","8P31061","216_1",13,1,0,10,0,0,1,2022,"8P14343_2022","8P31060_2022","8P31061_2022"
"8P31060","8P31061","8P14343","216_1",13,1,0,10,0,0,1,2022,"8P31060_2022","8P31061_2022","8P14343_2022"
"8P31061","8P14343","8P31060","216_1",13,0,1,10,0,0,1,2022,"8P31061_2022","8P14343_2022","8P31060_2022"
"8P26823","8P31062","8P31064","216_3",13,1,1,10,0,0,1,2022,"8P26823_2022","8P31062_2022","8P31064_2022"
"8P31062","8P31064","8P26823","216_3",13,0,2,10,0,0,1,2022,"8P31062_2022","8P31064_2022","8P26823_2022"
"8P31064","8P26823","8P31062","216_3",13,8,0,10,0,0,1,2022,"8P31064_2022","8P26823_2022","8P31062_2022"
"8P14343","8P31064","8P31061","218_1",13,1,0,1,1,0,1,2022,"8P14343_2022","8P31064_2022","8P31061_2022"
"8P31061","8P14343","8P31064","218_1",13,0,1,1,1,0,1,2022,"8P31061_2022","8P14343_2022","8P31064_2022"
"8P31064","8P31061","8P14343","218_1",13,5,0,1,1,0,1,2022,"8P31064_2022","8P31061_2022","8P14343_2022"
"8P31060","8P31061","8P26823","219_2",13,1,0,1,1,0,1,2022,"8P31060_2022","8P31061_2022","8P26823_2022"
